id,Fecha de nacimiento,tipo cliente,Factura online,Antigüedad Equipo,Plan de datos,facturación,mora,Fecha inicio contrato,minutos,resultado
6995,1957-12-10 14:43:23.318,2,0,35,1,109265,28,2017-04-22 02:24:41.325,168,0
6996,1950-11-12 20:03:50.041,1,0,32,1,183891,2,2017-04-10 07:53:41.810,514,0
6999,1954-02-23 00:18:02.592,1,1,7,1,362612,0,2015-07-03 18:15:58.698,1569,1
7000,1957-08-10 06:07:40.617,1,0,40,1,338173,9,2017-02-23 21:33:41.358,1609,1
7003,1960-07-22 13:58:21.308,1,0,35,1,162190,0,2015-07-09 06:47:09.819,1391,0
7004,1956-11-08 06:31:17.744,2,0,45,1,359973,20,2017-01-26 00:42:28.476,1323,1
7006,1957-11-24 11:08:32.369,2,0,43,1,307625,4,2017-08-06 17:17:20.136,1741,0
7008,1950-10-29 23:21:33.023,3,0,46,1,244838,35,2018-09-20 12:22:57.764,1030,0
7010,1960-10-21 16:07:11.310,1,1,7,1,181412,55,2017-11-15 08:08:34.184,971,0
7011,1955-01-02 13:07:12.088,2,1,2,0,420995,0,2016-10-13 08:38:04.080,1755,0
7012,1961-07-20 17:00:52.994,3,1,22,1,136351,11,2017-04-07 22:35:24.384,542,0
7013,1959-01-22 19:04:54.632,2,0,26,1,415092,1,2017-05-17 13:12:13.856,1561,0
7016,1959-09-17 12:37:12.199,2,1,27,1,308532,0,2016-01-26 14:46:47.529,1965,0
7017,1963-02-04 00:47:27.469,1,1,9,0,334912,0,2016-02-21 13:25:42.458,1482,0
7019,1948-06-30 22:54:09.173,1,1,15,1,263766,1,2016-11-12 08:03:14.484,1738,0
7020,1956-01-08 15:20:05.823,1,0,34,1,295461,1,2017-07-05 12:00:43.760,1709,0
7021,1950-02-10 03:52:18.328,1,0,36,1,264699,0,2016-04-13 03:00:35.656,1436,0
7022,1959-04-28 04:41:56.879,1,1,4,1,277368,0,2015-08-19 12:27:27.758,1547,0
7023,1960-10-29 15:21:33.370,2,1,13,1,119695,46,2017-09-11 07:31:11.414,671,0
7024,1958-07-17 05:54:59.831,3,0,30,1,240718,0,2016-05-12 13:56:03.895,559,1
7025,1961-02-11 20:05:36.404,2,0,40,1,109819,0,2016-10-16 07:29:32.878,745,0
7028,1958-02-07 10:44:47.503,2,0,44,1,286708,0,2015-12-28 23:43:55.957,1694,0
7030,1947-11-16 18:14:16.733,1,0,38,1,187832,28,2017-04-10 15:19:32.522,224,1
7034,1960-01-13 14:53:07.954,1,1,10,0,248101,0,2015-10-08 21:27:26.306,1005,0
7035,1961-01-20 10:59:55.661,1,1,10,1,189771,35,2018-07-11 21:13:25.960,1006,0
7039,1958-04-19 19:51:57.568,1,1,7,1,347809,0,2015-11-27 14:58:16.060,1565,0
7040,1958-12-26 00:28:32.619,2,1,8,0,225039,33,2017-12-21 17:35:32.623,766,0
7042,1959-03-29 22:49:27.009,1,1,14,0,473717,4,2017-03-20 01:38:03.847,2459,0
7043,1950-11-04 16:47:14.677,2,1,11,1,227142,7,2017-03-04 19:38:45.156,140,0
7045,1958-01-12 06:27:06.646,2,1,6,1,309292,0,2015-09-21 23:54:06.790,1643,0
7048,1957-03-19 18:50:22.216,2,1,7,1,334319,42,2017-12-29 13:46:03.049,595,0
7051,1957-10-31 16:43:25.208,1,0,45,1,280308,4,2017-01-27 05:02:08.490,1616,0
7052,1958-12-31 19:52:42.264,3,1,17,0,142052,0,2015-12-24 08:37:34.616,238,0
7055,1962-08-08 03:23:27.128,2,1,16,0,260866,33,2018-03-21 05:19:25.402,1547,0
7056,1958-10-02 21:04:02.957,2,1,9,1,382010,34,2017-12-08 05:06:35.731,2035,0
7058,1959-04-14 22:59:08.382,2,0,41,1,293595,46,2017-12-31 13:14:36.652,340,0
7059,1962-07-13 22:18:37.502,2,1,21,0,370391,0,2015-03-20 04:20:57.954,1195,0
7060,1956-02-09 11:11:16.503,2,0,37,1,296658,0,2016-08-28 17:51:33.984,1090,0
7061,1959-01-02 13:27:11.413,1,1,12,1,308641,0,2014-08-03 07:59:22.065,1370,0
7064,1960-09-16 21:20:49.830,2,1,12,1,156089,39,2017-05-28 02:10:25.565,229,0
7066,1960-12-06 13:40:50.287,2,1,16,1,284280,31,2018-01-29 02:12:04.941,948,0
7067,1960-05-23 03:46:03.035,1,1,10,1,202605,51,2017-12-18 05:30:47.393,803,0
7069,1961-05-19 20:02:26.029,2,0,40,1,260239,0,2016-02-04 23:20:48.048,132,0
7070,1952-12-25 04:45:20.308,1,1,16,0,85888,40,2017-07-11 11:15:25.107,627,0
7071,1959-03-10 10:28:46.980,2,0,39,1,226997,0,2015-10-19 18:21:02.735,1134,0
7072,1957-02-24 15:26:44.466,1,1,3,1,261296,48,2017-10-20 01:03:54.264,445,0
7073,1960-07-31 18:47:39.265,2,0,38,1,173202,4,2017-01-18 01:59:58.010,1055,0
7076,1961-02-15 05:13:34.009,1,1,21,1,226349,0,2016-06-18 01:34:19.190,162,0
7077,1965-08-28 18:31:38.221,2,1,8,0,478437,35,2017-11-17 07:20:37.626,2066,0
7082,1948-10-05 16:40:50.897,1,0,36,1,278596,37,2017-12-08 16:17:40.006,709,0
7083,1949-03-13 21:30:57.096,1,0,43,1,187704,30,2017-04-25 04:18:55.326,1444,1
7084,1962-07-03 20:24:20.050,3,0,39,1,265251,32,2017-12-08 22:47:57.016,450,0
7085,1962-07-11 02:37:56.908,3,1,8,1,155910,43,2017-10-30 12:35:26.981,739,0
7088,1952-04-12 10:05:15.700,1,0,37,1,90786,14,2017-01-18 08:12:33.677,658,0
7089,1960-07-29 03:52:00.655,1,1,5,0,272554,0,2016-04-30 18:32:15.802,1307,0
7091,1963-10-09 20:15:23.442,1,0,35,1,301191,23,2017-07-08 22:30:37.504,1271,0
7093,1964-04-23 05:44:54.325,2,1,30,1,491177,35,2017-11-05 00:36:26.326,2279,0
7094,1958-10-15 17:18:25.505,2,1,6,0,212347,35,2017-10-22 07:51:50.992,1039,0
7096,1952-02-26 19:09:56.499,1,1,11,1,315229,0,2016-11-10 19:15:03.646,1379,1
7097,1958-06-20 09:01:52.690,1,1,4,1,246304,37,2017-09-09 12:04:34.031,541,0
7100,1963-10-28 15:53:40.837,1,1,14,0,293465,0,2015-04-11 10:17:43.258,971,1
7102,1965-06-09 10:12:42.822,1,1,20,0,236033,39,2018-01-23 10:13:38.463,721,0
7106,1955-04-20 01:51:03.085,2,0,47,1,202713,0,2016-01-04 10:58:40.832,1052,0
7109,1951-08-18 01:44:51.871,1,0,42,1,259616,1,2016-11-27 07:06:41.657,1453,0
7111,1954-06-06 14:12:32.107,2,1,15,1,285044,0,2016-03-12 03:42:30.699,638,1
7112,1964-03-26 19:25:23.227,1,1,12,1,423062,0,2016-03-10 05:56:46.127,1837,0
7113,1950-08-18 20:16:10.579,2,0,34,1,203872,34,2017-10-06 16:12:22.282,1238,0
7114,1962-05-30 09:12:41.533,1,1,8,1,309506,5,2017-04-21 19:31:03.642,1211,0
7117,1954-10-21 03:30:45.604,2,1,15,0,220690,0,2016-05-27 22:57:02.894,1588,0
7118,1963-04-01 05:11:45.467,1,1,9,1,363520,0,2016-06-12 16:47:48.831,1380,0
7119,1960-11-10 23:01:41.730,1,1,13,1,180196,0,2016-01-01 07:44:32.453,1177,0
7120,1943-03-24 14:53:39.826,2,1,10,1,412804,44,2017-07-10 15:37:11.818,926,1
7122,1961-07-28 09:20:38.372,1,1,8,1,327049,3,2017-01-10 21:43:32.746,776,0
7123,1957-01-05 20:51:44.297,2,0,22,1,344306,1,2017-06-25 02:48:28.119,1112,0
7124,1953-05-29 01:55:18.187,2,0,42,1,184002,29,2017-04-25 22:59:02.164,592,1
7125,1953-09-28 03:12:09.036,1,0,38,1,137120,0,2016-05-25 04:41:32.268,578,0
7126,1946-07-09 10:36:14.476,1,0,38,1,282912,0,2016-01-07 11:45:05.026,940,1
7127,1959-12-16 23:19:18.833,2,1,6,0,313835,32,2017-12-18 22:02:19.507,1661,0
7130,1956-10-05 11:35:16.521,2,0,46,1,275602,0,2016-07-13 06:30:35.784,1100,0
7132,1956-10-31 10:45:23.200,2,1,7,0,184767,2,2016-10-16 00:16:11.514,685,0
7134,1953-10-25 08:27:14.989,1,1,5,1,233220,39,2018-01-10 14:05:58.723,829,1
7136,1962-04-15 02:26:02.519,3,0,39,1,94746,61,2017-12-17 22:17:35.565,320,0
7137,1951-03-26 20:58:29.769,2,0,37,1,277611,1,2017-01-07 14:49:53.732,1065,0
7141,1958-05-23 05:11:29.478,1,1,10,0,313957,31,2017-10-18 11:30:38.522,957,0
7142,1958-11-09 04:07:53.845,2,0,45,1,441462,0,2016-12-15 19:42:26.721,2109,1
7143,1959-09-18 03:46:10.461,2,0,43,1,339857,42,2017-10-31 16:39:39.864,539,0
7144,1956-10-18 06:11:01.819,1,1,9,0,232168,0,2016-05-22 01:39:09.777,774,0
7145,1948-11-26 18:02:39.168,2,1,16,1,347472,33,2017-10-14 21:10:39.643,1921,0
7146,1967-12-02 14:19:19.299,2,1,5,0,355583,0,2016-06-18 22:47:20.359,1701,0
7149,1962-09-28 21:54:45.750,2,1,8,1,330781,0,2016-03-27 02:49:36.032,1158,0
7150,1953-03-06 02:09:27.990,1,1,5,1,305654,5,2016-10-24 13:54:27.441,1762,0
7151,1963-03-26 03:37:04.855,2,0,34,1,228289,25,2017-06-13 19:30:51.596,1132,0
7153,1958-11-09 08:28:27.028,1,0,45,1,107777,0,2016-05-11 08:08:37.186,569,0
7154,1954-03-24 03:17:55.913,2,0,43,1,253882,9,2017-08-04 06:57:51.982,1518,0
7157,1954-04-01 03:03:34.356,1,0,42,1,275498,69,2017-08-31 10:51:35.808,1643,0
7158,1956-06-29 13:33:48.594,2,1,4,1,304013,2,2017-07-11 13:08:37.424,1124,0
7160,1953-08-09 02:40:05.255,1,0,41,1,149139,31,2017-08-29 04:21:41.973,925,0
7161,1960-07-03 17:58:40.942,1,1,6,1,263390,34,2017-11-04 15:25:36.454,1806,0
7162,1950-10-17 01:58:29.433,1,0,30,1,166422,14,2016-12-30 09:26:28.927,1179,0
7167,1968-12-24 15:26:27.848,2,0,42,1,256289,40,2017-09-25 22:33:12.504,511,0
7168,1955-02-28 20:08:17.965,3,1,11,0,171761,0,2016-06-29 08:07:31.540,307,0
7169,1956-02-06 06:05:01.365,2,0,34,1,258725,43,2017-11-19 18:52:49.575,1017,0
7171,1954-07-31 12:04:59.153,1,0,41,1,10863,56,2017-10-09 08:24:12.477,283,0
7172,1956-04-15 19:48:35.545,2,1,8,0,327917,0,2016-07-18 05:31:19.550,1422,0
7173,1961-12-16 09:48:37.477,2,0,34,1,421226,9,2017-02-23 21:41:02.625,2143,0
7176,1965-01-19 19:49:07.137,1,0,45,1,304966,0,2016-01-09 15:56:07.877,661,0
7177,1960-12-18 00:00:06.954,1,1,8,1,298647,21,2017-06-04 22:08:04.369,1738,1
7178,1963-08-06 10:05:19.835,2,0,31,1,257300,6,2017-01-27 05:47:40.534,6181,0
7181,1961-05-20 01:39:01.730,2,0,37,1,293252,0,2015-02-19 05:58:35.454,1457,0
7184,1958-11-25 05:50:40.530,1,0,45,1,281592,76,2017-08-30 05:22:14.827,864,0
7185,1954-05-25 06:39:43.412,2,1,3,0,485628,20,2017-01-26 03:26:55.844,1581,1
7187,1949-07-20 05:08:25.464,2,0,26,1,446111,0,2016-06-18 07:44:29.267,2269,0
7188,1963-05-26 05:33:59.370,2,1,5,0,236747,1,2017-02-10 14:48:13.811,1453,0
7190,1961-06-27 19:49:56.203,2,1,13,0,280517,0,2016-11-04 02:18:39.438,726,0
7193,1956-10-18 05:51:49.480,1,1,3,1,299152,9,2016-09-16 10:21:33.929,1210,0
7196,1951-09-23 09:29:56.086,2,1,18,1,182543,0,2015-12-06 20:43:45.260,100,0
7204,1952-03-12 04:16:49.869,2,0,27,1,248657,34,2018-05-15 18:34:38.110,568,0
7205,1956-04-25 15:04:06.055,1,1,11,1,406358,39,2017-08-22 20:00:27.922,1525,0
7206,1956-02-05 08:07:24.925,2,0,34,1,140887,3,2016-11-18 11:16:05.398,298,0
7207,1961-03-17 15:34:55.121,3,1,8,1,198756,0,2016-11-05 01:46:19.367,803,0
7208,1951-08-03 10:27:41.351,2,1,9,1,263872,4,2017-07-13 06:42:35.541,568,0
7211,1952-02-23 08:32:15.176,1,0,17,1,287545,30,2017-05-29 20:23:49.606,1423,1
7213,1967-02-20 03:01:18.323,2,1,8,0,275796,0,2016-08-29 15:20:12.630,1314,0
7216,1960-02-27 19:36:19.720,3,1,5,0,262331,44,2017-10-22 05:46:30.935,1645,1
7217,1957-06-13 16:15:52.032,2,1,8,1,302079,0,2016-05-22 10:50:47.836,2176,0
7218,1956-12-17 08:12:38.406,1,1,23,0,462597,0,2015-08-04 18:07:22.234,1697,1
7219,1964-07-04 04:24:29.099,1,1,9,1,290184,0,2015-10-06 00:56:52.529,1184,0
7220,1960-11-06 07:28:38.170,2,1,5,1,328281,3,2016-11-18 19:27:59.165,765,0
7222,1955-08-18 23:34:54.914,1,0,36,1,355795,0,2016-05-19 10:07:53.116,2037,0
7223,1952-05-10 12:19:29.400,1,1,10,1,259618,0,2015-11-20 16:15:21.368,1243,1
7224,1957-04-04 14:53:43.429,1,0,45,1,168960,0,2016-03-24 08:26:36.219,576,0
7225,1957-02-19 04:06:27.765,1,0,41,1,291734,5,2017-07-10 22:33:44.848,853,0
7226,1961-07-21 04:57:29.923,2,0,23,1,240939,32,2018-03-30 16:01:39.848,1378,0
7231,1953-12-26 19:14:50.486,2,1,12,1,296597,59,2017-09-24 13:57:53.135,1637,1
7232,1958-04-20 10:24:15.221,2,0,41,1,309524,15,2017-04-07 12:18:50.095,741,1
7233,1961-02-03 09:29:25.691,2,1,12,1,259436,0,2016-08-05 00:04:27.995,1347,0
7237,1949-11-16 05:55:21.393,3,0,34,1,314454,0,2011-12-13 07:49:29.133,582,0
7239,1953-02-20 20:26:01.359,1,0,44,1,421581,0,2016-06-09 19:38:22.958,1496,1
7240,1955-07-02 01:28:31.917,3,1,10,1,252927,0,2016-08-21 14:07:45.347,1409,0
7242,1968-03-17 23:39:12.838,1,0,45,1,319310,3,2016-12-09 08:56:40.991,1581,0
7244,1953-04-02 20:44:40.672,1,0,35,1,221142,33,2017-06-12 01:48:26.508,625,0
7245,1958-01-22 21:47:16.748,2,0,41,1,250755,29,2017-03-02 17:26:19.669,1022,1
7246,1957-07-10 22:12:28.988,1,0,26,1,207570,29,2016-10-27 07:13:07.413,1325,0
7247,1959-11-30 11:08:00.532,2,0,33,1,304580,31,2017-07-12 19:08:10.345,1793,0
7248,1956-07-21 01:41:09.714,1,0,36,1,310784,0,2016-10-24 08:39:23.442,735,0
7251,1956-08-23 18:56:00.152,1,0,46,1,131218,39,2017-08-13 18:44:52.645,306,0
7253,1965-06-14 19:42:55.156,2,0,46,1,217069,35,2017-06-29 22:32:36.136,1105,0
7255,1968-10-30 04:38:26.121,2,0,45,1,268398,5,2016-12-11 12:06:43.696,1354,0
7256,1957-08-30 09:15:49.626,2,0,44,1,329634,22,2017-02-13 23:15:52.002,1136,1
7257,1952-02-05 18:55:55.904,2,1,5,1,291855,30,2017-01-16 06:43:56.204,1210,1
7260,1953-09-23 09:35:26.138,2,1,25,1,290432,0,2016-04-30 02:00:32.155,1894,0
7263,1959-04-01 14:12:30.219,1,0,39,1,280819,40,2018-08-09 13:52:59.675,1311,0
7264,1960-10-15 16:13:50.527,1,0,36,1,5006,38,2017-12-19 21:22:58.353,255,0
7266,1958-05-19 05:25:30.536,1,1,5,1,188281,41,2017-07-04 12:45:58.241,985,0
7267,1959-07-08 08:52:09.883,1,0,44,1,52136,18,2017-05-05 10:34:48.823,379,0
7268,1955-04-07 09:47:26.071,1,1,14,1,194342,0,2015-06-30 22:11:52.797,1020,0
7269,1952-01-13 06:30:47.188,1,0,46,1,274687,36,2017-11-07 04:56:28.724,1719,0
7270,1959-01-03 22:49:59.693,1,1,7,1,456020,0,2016-07-31 09:04:54.986,1079,0
7271,1958-10-08 16:51:24.498,2,1,7,1,356065,4,2017-07-14 21:37:53.355,1826,0
7272,1955-09-08 19:08:05.426,2,1,31,0,208784,7,2017-04-23 22:27:46.499,1100,0
7276,1948-07-30 14:57:47.328,2,0,37,1,200319,30,2017-03-27 07:39:51.153,556,1
7278,1959-03-23 15:29:52.713,3,0,44,1,402679,3,2017-05-12 07:11:01.314,1596,0
7281,1953-03-15 15:18:16.885,2,0,39,1,389733,0,2015-03-13 16:44:01.348,1006,1
7285,1964-11-11 18:24:56.811,1,1,5,0,221127,0,2015-05-08 18:29:04.370,992,0
7288,1964-06-01 03:45:44.837,2,1,6,1,187503,46,2017-05-01 05:52:52.999,192,0
7289,1955-10-03 22:21:53.997,2,1,15,1,69524,0,2016-04-16 23:10:05.053,116,0
7294,1960-04-15 23:53:58.476,3,0,42,1,303357,0,2016-08-17 13:33:00.321,1512,1
7296,1962-06-14 09:49:24.530,2,1,13,0,156042,0,2016-08-29 07:11:06.431,210,0
7300,1963-01-31 18:41:04.444,1,1,6,0,410301,0,2016-12-12 04:19:16.249,2189,0
7301,1961-09-15 00:33:18.824,1,0,47,1,185631,39,2018-03-02 06:25:51.166,569,0
7304,1961-04-27 04:50:40.348,2,1,17,0,384064,33,2017-10-29 20:54:12.679,1408,0
7305,1960-09-27 01:44:13.870,2,0,33,1,163970,48,2017-12-25 08:27:01.470,1226,0
7306,1953-07-21 07:06:24.797,1,1,7,1,245868,5,2017-05-05 17:57:30.558,892,0
7307,1961-07-21 07:05:11.571,3,0,46,1,273683,0,2016-01-31 17:02:49.867,1322,0
7308,1958-06-25 21:40:52.593,2,0,36,1,217888,23,2016-12-17 04:09:45.062,876,1
7309,1964-03-24 00:07:30.101,1,0,31,1,146985,0,2016-08-12 14:54:48.770,950,0
7314,1962-01-17 04:55:05.873,2,1,10,1,140340,20,2017-01-11 00:54:51.971,1202,0
7316,1959-12-28 16:45:38.868,2,0,33,1,234891,29,2017-03-14 23:54:30.117,814,1
7318,1956-12-06 03:14:46.385,1,1,11,1,44665,41,2017-04-28 21:16:11.746,719,0
7319,1961-01-10 10:03:51.566,1,0,44,1,421599,0,2016-05-04 12:04:46.117,1637,0
7320,1955-12-12 03:48:32.021,3,1,19,0,246701,31,2018-04-08 01:22:36.748,1036,0
7321,1956-08-31 18:21:56.433,1,1,7,1,527197,45,2018-06-19 12:40:55.550,2836,0
7322,1954-12-10 04:22:01.852,1,0,37,1,67126,42,2018-08-25 21:09:21.329,201,0
7324,1948-05-30 02:39:59.572,2,0,36,1,339765,34,2017-07-26 07:16:49.309,1843,0
7326,1950-11-08 16:29:27.658,2,1,2,1,170722,47,2018-05-22 06:07:36.290,912,0
7327,1964-03-17 01:45:31.378,1,0,45,1,154121,20,2017-06-12 20:03:14.241,223,0
7328,1957-04-25 20:58:31.834,1,1,23,1,202387,53,2017-08-17 19:56:15.808,576,0
7331,1955-12-29 02:51:33.891,1,1,10,1,109799,23,2016-10-22 04:35:29.812,403,0
7337,1954-01-13 02:50:45.125,1,0,36,1,310845,16,2017-05-25 00:08:49.159,1265,1
7340,1949-07-22 14:55:46.215,3,1,3,0,281820,10,2017-01-25 08:47:57.447,540,1
7346,1965-03-11 05:22:32.445,1,1,9,0,201443,0,2016-04-14 14:54:04.706,791,0
7347,1964-05-31 01:58:40.418,1,0,34,1,417327,40,2017-06-02 23:46:40.798,1517,0
7349,1957-08-07 20:46:44.573,2,1,6,0,262238,0,2016-10-31 13:50:43.461,1303,0
7350,1956-08-16 23:30:00.856,1,1,9,0,98129,10,2016-12-10 10:08:42.971,563,0
7351,1955-10-26 01:26:15.229,2,0,40,1,158626,29,2017-07-12 02:14:15.217,1009,0
7353,1955-02-04 00:58:45.866,1,0,40,1,338041,0,2016-06-11 09:05:11.547,1164,0
7354,1955-06-18 08:38:45.062,1,1,17,0,343258,1,2017-06-15 03:41:14.582,1964,0
7357,1956-05-06 01:57:42.955,2,1,3,0,382886,60,2017-12-05 07:09:56.763,923,0
7358,1960-12-19 12:38:55.700,2,0,40,1,363499,33,2017-11-06 19:00:25.306,1133,0
7359,1949-11-04 13:37:05.339,1,0,35,1,210236,35,2017-10-07 14:54:29.316,358,0
7361,1966-02-27 16:24:02.116,1,1,13,1,249154,0,2015-02-05 23:37:46.084,357,0
7362,1954-10-14 17:22:29.948,2,0,40,1,438287,0,2015-05-10 07:32:50.958,1178,1
7363,1961-05-10 23:21:36.692,2,0,34,1,183568,53,2018-04-04 19:37:21.960,1054,0
7365,1949-09-04 17:55:04.757,1,0,39,1,329641,45,2017-06-30 19:09:38.879,1458,1
7369,1958-03-24 18:07:41.474,2,1,13,1,381992,35,2017-07-06 19:55:17.217,2213,1
7370,1960-08-22 02:04:59.080,1,0,40,1,129526,7,2017-08-15 11:52:24.117,195,0
7372,1956-04-26 06:37:17.393,3,0,38,1,412493,43,2018-01-07 15:10:56.350,1775,1
7373,1951-12-01 05:04:26.014,1,1,12,1,305073,0,2015-08-31 05:57:16.156,1809,1
7374,1955-08-31 16:05:50.969,3,1,13,1,216485,0,2015-12-18 08:24:03.848,262,0
7375,1964-06-16 06:25:51.861,1,1,4,1,310081,0,2016-09-12 13:18:00.634,750,1
7377,1957-01-02 11:35:47.526,2,0,44,1,347375,0,2015-12-21 16:35:22.981,1106,0
7380,1969-03-15 20:32:11.654,1,0,10,1,166722,36,2017-11-17 06:53:08.853,6150,0
7381,1961-10-15 20:31:31.920,1,0,38,1,273808,50,2017-09-23 01:56:53.826,486,0
7386,1964-09-02 22:39:03.776,2,0,40,1,302190,0,2015-11-13 17:06:30.118,1209,0
7388,1961-04-04 01:21:33.199,1,0,42,1,427699,57,2017-12-23 17:03:08.571,1935,0
7390,1956-06-02 16:04:31.831,1,1,28,1,365285,43,2018-05-19 21:23:09.135,1103,0
7391,1966-04-07 22:57:06.682,3,0,31,1,358473,0,2014-11-14 13:20:54.667,1873,0
7392,1959-12-03 13:00:52.472,1,0,37,1,298158,3,2017-07-24 04:59:45.857,656,0
7393,1970-12-02 01:15:33.832,2,0,38,1,177731,32,2018-02-07 03:35:32.647,890,0
7396,1959-04-17 22:30:07.987,1,1,9,1,178417,22,2017-06-11 02:46:23.475,1290,0
7397,1958-02-27 01:41:24.889,2,1,13,1,269706,4,2017-04-03 19:02:50.636,1726,0
7398,1955-12-22 04:13:38.150,2,0,30,1,234938,34,2017-12-30 05:13:53.170,1418,0
7399,1956-10-22 06:49:45.518,2,0,43,1,263859,0,2016-04-27 04:28:50.615,878,0
7400,1953-06-02 04:57:25.056,1,1,12,0,335321,0,2016-09-17 08:50:31.026,1974,0
7401,1948-04-22 19:52:08.945,3,0,40,1,291464,24,2017-04-21 18:13:15.005,1681,1
7402,1959-12-28 23:40:44.291,3,0,42,1,282794,37,2017-08-31 17:33:34.211,1032,0
7403,1954-10-03 06:57:15.353,1,0,32,1,291307,0,2016-11-05 23:35:30.742,1153,0
7404,1954-08-09 15:17:11.572,3,1,7,0,192722,51,2017-11-17 23:22:21.402,767,0
7405,1953-10-09 05:28:19.280,1,1,17,1,154017,0,2016-09-22 20:39:56.231,618,0
7406,1955-05-29 09:18:52.221,1,0,42,1,247350,0,2016-09-28 09:56:39.435,1049,0
7408,1960-01-08 12:32:12.246,2,1,2,0,400371,1,2017-04-30 23:51:01.885,1423,0
7409,1960-01-24 11:46:03.715,2,1,24,1,-14149,1,2016-10-02 12:45:08.057,497,0
7410,1955-01-13 06:26:19.553,1,1,5,1,177193,23,2017-04-18 22:49:10.759,261,1
7411,1961-03-15 17:56:33.881,1,0,35,1,290489,25,2017-06-16 09:19:57.713,767,0
7415,1960-07-31 01:57:06.851,2,0,44,1,303866,0,2016-07-11 03:39:53.320,1743,0
7416,1957-01-24 06:47:12.862,1,0,38,1,262839,39,2017-10-28 18:03:03.938,1211,0
7417,1951-08-25 14:26:52.397,1,1,11,1,249534,0,2016-09-01 01:18:13.074,1402,0
7419,1960-04-03 04:49:08.703,2,0,34,1,76788,0,2015-10-21 04:11:42.105,352,0
7421,1959-05-20 01:52:01.131,2,1,14,0,184843,0,2015-02-27 02:43:03.405,478,0
7422,1954-07-16 20:23:20.788,1,1,9,1,44049,9,2017-07-08 20:14:03.655,292,0
7424,1960-04-30 11:41:07.598,2,1,8,0,259031,0,2015-06-10 11:11:05.811,1214,0
7430,1958-08-18 03:15:41.991,1,1,11,1,466029,0,2016-09-12 10:38:51.690,2296,1
7431,1954-01-16 14:27:28.162,2,1,14,0,45551,10,2017-03-31 17:25:21.436,135,0
7434,1959-05-11 01:24:33.009,2,1,5,0,299570,7,2016-12-14 09:38:10.645,1556,0
7437,1959-06-27 17:08:43.090,3,0,37,1,320216,59,2018-04-12 02:07:21.759,1517,1
7438,1960-06-08 15:15:48.942,1,1,16,0,188827,0,2016-04-07 21:49:48.991,450,0
7439,1948-06-10 06:17:12.778,2,0,11,1,251079,76,2017-09-17 04:07:36.489,1283,1
7441,1960-12-31 08:30:22.440,1,0,35,1,291895,32,2017-10-02 02:30:46.074,1657,0
7443,1964-06-09 02:31:06.110,3,1,12,1,397844,0,2015-06-25 16:37:19.288,1717,1
7444,1955-06-18 19:00:48.171,1,0,41,1,325791,36,2017-09-30 04:29:05.492,1579,0
7448,1961-11-27 14:58:39.108,2,0,43,1,225836,0,2016-07-18 03:20:29.708,856,0
7449,1952-12-06 06:11:11.166,3,1,6,0,174200,0,2016-07-04 18:42:14.280,803,0
7450,1954-08-23 23:26:08.324,2,0,39,1,374795,34,2017-10-15 13:44:09.903,975,0
7451,1960-02-07 17:42:23.341,2,0,37,1,192742,0,2015-08-30 22:12:27.782,904,0
7453,1960-12-26 15:02:55.348,1,0,42,1,486365,44,2018-03-15 16:32:48.684,1324,0
7454,1955-12-17 09:52:06.145,2,0,33,1,164514,2,2017-02-02 16:57:12.035,432,0
7456,1957-09-19 12:02:42.630,1,1,13,0,185802,0,2015-02-02 12:44:58.051,631,0
7457,1955-11-04 16:09:33.399,1,1,5,1,273795,0,2016-03-16 17:02:08.991,1928,0
7464,1958-11-15 06:43:36.915,2,1,19,1,224572,5,2017-05-08 18:29:06.745,845,0
7468,1956-04-04 00:14:58.187,1,0,39,1,119534,29,2017-05-18 15:56:58.171,649,0
7470,1962-05-02 14:07:10.349,1,1,22,1,502813,0,2016-01-20 04:27:09.080,1467,0
7472,1957-01-21 02:05:37.034,1,1,12,1,124911,0,2016-09-04 15:23:58.093,1089,0
7474,1957-01-05 01:12:34.346,2,0,3,1,97511,27,2016-11-30 08:27:03.140,1243,0
7476,1965-08-26 19:20:38.192,2,0,25,1,271931,34,2018-06-24 05:28:04.065,1469,0
7478,1955-12-16 22:18:59.357,3,0,35,1,231589,65,2017-09-21 22:38:27.141,1513,1
7484,1956-06-11 12:20:25.237,2,1,3,0,155582,0,2015-05-05 09:40:28.656,1265,0
7487,1954-02-17 23:06:56.233,1,0,44,1,352825,36,2017-09-10 07:51:33.042,1815,0
7491,1956-01-01 17:16:07.605,1,0,32,1,371807,19,2017-02-22 09:26:36.429,1358,1
7492,1950-10-11 11:36:13.755,1,1,7,0,185436,90,2017-07-26 07:45:39.530,533,1
7493,1963-07-31 23:01:42.272,1,0,42,1,399975,0,2016-05-04 22:20:55.493,2076,0
7496,1966-05-03 13:16:27.210,1,0,47,1,412994,37,2017-07-30 22:45:12.349,1859,0
7498,1955-07-10 07:00:44.653,1,1,7,0,268501,31,2018-04-22 01:27:26.570,686,0
7499,1964-04-10 20:45:10.327,1,0,45,1,342151,0,2015-06-05 14:59:04.508,1598,0
7500,1956-12-29 16:07:02.514,3,1,11,1,228638,69,2017-09-24 07:07:49.528,951,1
7502,1959-12-25 04:05:13.575,2,1,5,1,268529,38,2018-09-09 13:06:40.145,806,0
